job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1237,"Huffman, Larson and Bryant",Healthcare,NLP Engineer,"NumPy, C++, Python",Entry,Contract,"South Devinburgh, GM",44626-114268,07-09-2025,Startup,"BigQuery, KDB+"
1238,"Perry, Ford and Watson",Finance,Quant Researcher,"Python, Excel, Scikit-learn, TensorFlow, R",Mid,Remote,"Leeville, IR",42058-140636,06-06-2024,Startup,"LangChain, BigQuery, FastAPI"
1239,Coffey Ltd,E-commerce,AI Researcher,"LangChain, GCP, NumPy",Entry,Full-time,"Port Aprilhaven, MD",83416-151596,03-07-2025,Large,"PyTorch, LangChain"
1240,Lewis-Suarez,Education,AI Researcher,"Power BI, Pandas, Python, Keras, NumPy, Scikit-learn",Mid,Full-time,"New Brandonfurt, TJ",136005-149348,29-10-2023,Large,PyTorch
1241,Dominguez Ltd,Education,NLP Engineer,"Flask, Pandas, Power BI, Scikit-learn, R",Senior,Contract,"Gillbury, LR",142696-209766,31-01-2025,Mid,"PyTorch, MLflow"
1242,Bennett-Peck,Finance,AI Researcher,"PyTorch, Hugging Face, GCP, Keras, TensorFlow, AWS",Mid,Remote,"Port Ernest, PY",57791-105397,23-09-2023,Large,Scikit-learn
1243,Jones and Sons,Finance,AI Researcher,"Azure, LangChain, Flask",Mid,Contract,"New Loriberg, OM",117104-212155,05-03-2024,Large,LangChain
1244,Benton-Dunn,Retail,Data Scientist,"AWS, GCP, PyTorch, Keras, TensorFlow",Entry,Full-time,"Justinmouth, BF",81222-98058,17-01-2024,Startup,"Scikit-learn, MLflow, KDB+"
1245,Martin and Sons,Automotive,Data Analyst,"Azure, Keras, R, Scikit-learn, TensorFlow, PyTorch",Senior,Contract,"South Lauraport, MC",136657-216930,20-02-2025,Large,"PyTorch, KDB+"
1246,"Washington, Allen and Watts",Finance,Computer Vision Engineer,"AWS, TensorFlow, R",Mid,Contract,"Kyliehaven, UY",117119-152032,19-04-2025,Startup,"FastAPI, KDB+"
1247,"Bauer, Hayden and Reynolds",Healthcare,NLP Engineer,"NumPy, Excel, GCP, CUDA, AWS",Entry,Full-time,"Matthewland, FI",98470-180907,27-02-2024,Large,"Scikit-learn, PyTorch"
1248,Williams-Hamilton,Tech,AI Researcher,"PyTorch, Keras, R, SQL, Reinforcement Learning, Excel",Entry,Internship,"West Sierra, LT",120633-178318,12-01-2024,Mid,FastAPI
1249,Walters LLC,Healthcare,Quant Researcher,"SQL, Excel, Flask, Scikit-learn",Senior,Contract,"Lake Rodneyfort, BF",95461-193480,23-08-2024,Startup,BigQuery
1250,"Davis, Hanson and Gaines",Automotive,AI Researcher,"Flask, Keras, TensorFlow, CUDA, C++",Mid,Contract,"Lake Phyllisburgh, MY",102123-122063,04-10-2023,Mid,"TensorFlow, FastAPI, BigQuery"
1251,"Garcia, Smith and James",Automotive,ML Engineer,"NumPy, Pandas, SQL, GCP, FastAPI",Mid,Full-time,"Lake Gregoryshire, CD",111473-178933,15-01-2024,Mid,"MLflow, LangChain"
1252,Williams PLC,Retail,Data Analyst,"SQL, Power BI, Excel, Reinforcement Learning",Entry,Contract,"Vanessafurt, TG",128138-226109,29-06-2025,Large,"FastAPI, KDB+"
1253,Powell Ltd,Automotive,Computer Vision Engineer,"NumPy, CUDA, TensorFlow, Pandas, Hugging Face, PyTorch",Senior,Remote,"New Donaldmouth, BG",97139-170282,26-02-2024,Mid,"Scikit-learn, KDB+, LangChain"
1254,Bell-Miles,Tech,Computer Vision Engineer,"R, Excel, NumPy, CUDA, Azure, TensorFlow",Senior,Internship,"East Heather, MX",137454-165905,15-04-2025,Mid,Scikit-learn
1255,Cohen-Gardner,Education,AI Product Manager,"SQL, MLflow, Keras",Mid,Remote,"Bairdmouth, BF",42730-121043,08-07-2024,Large,MLflow
1256,"Smith, Shepherd and Dawson",Education,NLP Engineer,"Keras, FastAPI, Flask",Senior,Remote,"East Matthew, KW",121082-204983,10-07-2025,Startup,MLflow
1257,Dennis-West,Automotive,AI Researcher,"LangChain, SQL, Hugging Face",Mid,Remote,"West Carolberg, KW",94437-128266,20-08-2025,Mid,MLflow
1258,"Cortez, Kirby and Harris",Finance,Computer Vision Engineer,"TensorFlow, Excel, NumPy, Reinforcement Learning, MLflow, Power BI",Senior,Remote,"North George, LC",67907-106672,31-03-2024,Startup,BigQuery
1259,Martin and Sons,Automotive,Data Scientist,"Hugging Face, Pandas, Scikit-learn, Flask",Entry,Internship,"Mitchelltown, GE",95122-188498,01-04-2025,Mid,KDB+
1260,Jones-Romero,Education,Quant Researcher,"AWS, Scikit-learn, TensorFlow, FastAPI, Power BI, Azure",Senior,Full-time,"Coxstad, PE",141020-194689,20-07-2024,Mid,PyTorch
1261,"Mercer, Robinson and Rhodes",E-commerce,Data Scientist,"LangChain, FastAPI, R",Senior,Full-time,"Jacksonborough, BH",133090-175529,22-04-2025,Large,MLflow
1262,White-Gomez,Education,Data Analyst,"TensorFlow, SQL, Reinforcement Learning, AWS, PyTorch, Python",Senior,Contract,"Carlaton, BR",96867-163829,24-07-2025,Large,"PyTorch, TensorFlow"
1263,Morgan-Phillips,E-commerce,Data Analyst,"Scikit-learn, Reinforcement Learning, NumPy, MLflow, Flask, Hugging Face",Entry,Full-time,"Rodriguezchester, SK",133145-195186,18-03-2025,Mid,FastAPI
1264,Bailey-York,Education,AI Researcher,"FastAPI, Azure, NumPy, GCP, Flask",Mid,Internship,"Brittanymouth, ME",44966-73083,05-11-2024,Large,FastAPI
1265,Rodriguez-Walters,Healthcare,AI Product Manager,"Flask, TensorFlow, Python, R, Azure, SQL",Senior,Full-time,"Travistown, PS",113803-173152,18-01-2024,Mid,"PyTorch, Scikit-learn, KDB+"
1266,Ortiz PLC,E-commerce,AI Researcher,"Keras, GCP, Scikit-learn, MLflow, NumPy",Entry,Full-time,"Rochastad, BB",96732-192601,20-02-2025,Large,"LangChain, PyTorch"
1267,Green-Moore,Retail,Data Analyst,"R, NumPy, PyTorch",Senior,Full-time,"East Valerieville, KE",137258-223013,09-01-2024,Startup,PyTorch
1268,"Underwood, Scott and Norris",Education,Data Scientist,"NumPy, Pandas, LangChain, MLflow, TensorFlow, R",Senior,Remote,"Davisville, GQ",129628-217643,19-12-2024,Mid,"BigQuery, TensorFlow, MLflow"
1269,Gonzalez-Gordon,Education,Data Scientist,"MLflow, LangChain, Power BI, CUDA, SQL, TensorFlow",Senior,Full-time,"Jodyville, BA",98960-171179,18-02-2025,Large,"Scikit-learn, LangChain"
1270,Gilmore Group,Tech,Quant Researcher,"Scikit-learn, R, Power BI",Mid,Full-time,"North William, FJ",98270-193839,05-06-2024,Large,"PyTorch, LangChain, BigQuery"
1271,Scott-Jones,Education,Data Scientist,"Keras, NumPy, Reinforcement Learning, Scikit-learn, Azure, Pandas",Mid,Internship,"Haneyview, KR",112886-206291,28-03-2025,Large,"PyTorch, BigQuery"
1272,Johnson-Peters,Tech,NLP Engineer,"LangChain, GCP, NumPy, Python, R",Entry,Contract,"North Daniel, AZ",74842-147593,18-04-2025,Startup,LangChain
1273,"Black, Baker and Sanchez",Healthcare,AI Researcher,"FastAPI, Flask, Power BI, Reinforcement Learning, PyTorch",Entry,Full-time,"West Josebury, IS",132532-204945,19-01-2024,Startup,MLflow
1274,Durham Ltd,Education,Data Analyst,"SQL, MLflow, Keras, TensorFlow, NumPy, Reinforcement Learning",Entry,Contract,"Lake Marychester, CU",85034-163334,05-09-2025,Startup,"KDB+, MLflow"
1275,Lee LLC,Healthcare,AI Researcher,"AWS, NumPy, TensorFlow, Hugging Face, CUDA, Power BI",Senior,Full-time,"South Feliciafurt, SA",69810-147152,02-01-2024,Mid,"PyTorch, FastAPI, Scikit-learn"
1276,Lindsey LLC,Automotive,AI Product Manager,"AWS, Flask, C++, GCP, Hugging Face",Senior,Contract,"West Lauren, FM",123414-145432,31-01-2025,Startup,"FastAPI, TensorFlow"
1277,"Miller, Garcia and Juarez",Automotive,AI Researcher,"Reinforcement Learning, TensorFlow, Flask, Excel, GCP",Senior,Remote,"Port Kevin, TV",142118-211573,10-02-2025,Mid,"Scikit-learn, LangChain, FastAPI"
1278,Matthews and Sons,Retail,NLP Engineer,"TensorFlow, Hugging Face, MLflow, GCP, PyTorch",Senior,Internship,"Port Crystal, SN",93048-182709,10-09-2024,Large,"FastAPI, TensorFlow"
1279,Cannon-Phelps,Retail,Quant Researcher,"FastAPI, Scikit-learn, LangChain",Entry,Full-time,"Lake Danielle, IE",143586-192237,23-10-2024,Startup,"FastAPI, MLflow"
1280,Anderson PLC,Automotive,NLP Engineer,"R, FastAPI, TensorFlow",Entry,Internship,"Sandovalberg, BY",130633-195258,20-02-2025,Mid,Scikit-learn
1281,Brady and Sons,E-commerce,ML Engineer,"Excel, R, Pandas",Entry,Remote,"Stewartfort, AM",47496-67158,30-05-2024,Large,"FastAPI, PyTorch"
1282,Johnson Inc,Finance,Quant Researcher,"PyTorch, CUDA, TensorFlow, FastAPI, Keras",Senior,Full-time,"West Jason, CU",98888-179005,19-10-2023,Startup,Scikit-learn
1283,"Gonzalez, Burnett and Alexander",Automotive,Data Analyst,"Reinforcement Learning, Hugging Face, CUDA, PyTorch",Mid,Remote,"North Paulburgh, BF",68341-101863,10-01-2025,Startup,"BigQuery, PyTorch"
1284,Morris-Lee,Retail,NLP Engineer,"Reinforcement Learning, TensorFlow, Pandas, Keras, Python, PyTorch",Mid,Internship,"West Eric, ZA",53719-90956,28-03-2024,Startup,Scikit-learn
1285,Baxter and Sons,Healthcare,Data Scientist,"Pandas, Reinforcement Learning, FastAPI, Power BI",Senior,Contract,"West Carolynside, TN",85034-137565,06-02-2024,Startup,FastAPI
1286,"King, Hatfield and Small",Automotive,ML Engineer,"Reinforcement Learning, TensorFlow, Hugging Face, SQL, C++, LangChain",Senior,Remote,"Wheelerview, BZ",78685-174178,26-03-2025,Startup,KDB+
1287,"Bailey, Chavez and Green",Tech,Data Scientist,"R, Scikit-learn, LangChain, Flask",Entry,Full-time,"East Marcus, TH",125195-148007,28-04-2025,Large,"BigQuery, TensorFlow"
1288,"Daniels, Lambert and Porter",E-commerce,Data Analyst,"LangChain, C++, Power BI",Entry,Full-time,"Tylerberg, CU",59356-113740,03-03-2025,Large,LangChain
1289,Casey Ltd,E-commerce,ML Engineer,"NumPy, SQL, Flask, Python",Entry,Full-time,"Priceland, TL",98434-136560,18-03-2025,Startup,TensorFlow
1290,"Williams, Robinson and Scott",Tech,ML Engineer,"Excel, Scikit-learn, AWS, Flask, LangChain",Mid,Remote,"Parkborough, BI",114993-167476,30-08-2024,Startup,TensorFlow
1291,Palmer Group,Finance,Data Scientist,"Excel, Pandas, SQL, R, Azure",Senior,Remote,"Port Amyberg, CD",44859-105193,22-01-2024,Large,BigQuery
1292,Brooks Group,Healthcare,AI Researcher,"Pandas, GCP, Power BI, Hugging Face, Reinforcement Learning, CUDA",Senior,Internship,"New Jerome, CY",112082-168256,27-12-2024,Startup,"Scikit-learn, TensorFlow"
1293,"Martinez, Nelson and Hernandez",Education,Data Analyst,"PyTorch, Python, AWS, Reinforcement Learning, FastAPI, CUDA",Senior,Remote,"Port Justin, RW",74410-152948,22-09-2024,Startup,"KDB+, PyTorch, FastAPI"
1294,Sanchez Ltd,Retail,Quant Researcher,"Scikit-learn, PyTorch, Python",Entry,Contract,"North Nicoleland, AF",86695-101255,27-06-2024,Mid,Scikit-learn
1295,Riley Ltd,Retail,Data Scientist,"LangChain, Power BI, Python",Mid,Internship,"Williamside, ST",133790-219591,11-07-2025,Startup,"MLflow, PyTorch"
1296,Hunter Inc,Tech,AI Researcher,"NumPy, PyTorch, Excel",Mid,Remote,"Lindabury, HN",52444-92373,26-10-2023,Large,KDB+
1297,"Day, Jones and Castillo",Finance,Quant Researcher,"Scikit-learn, PyTorch, Reinforcement Learning, Flask, FastAPI, MLflow",Mid,Internship,"North Carolfurt, MM",123880-187230,25-05-2025,Mid,"MLflow, KDB+"
1298,"Tran, Williams and Ochoa",Automotive,NLP Engineer,"CUDA, Pandas, Scikit-learn",Mid,Full-time,"Lake Micheal, SC",146084-231984,11-10-2024,Large,"MLflow, KDB+"
1299,"Deleon, Fuller and Hall",Healthcare,Computer Vision Engineer,"NumPy, PyTorch, SQL, TensorFlow",Entry,Contract,"Parrishburgh, OM",56481-84513,16-05-2025,Mid,MLflow
1300,"Pierce, White and Poole",Retail,NLP Engineer,"Reinforcement Learning, Pandas, Azure, SQL, C++",Senior,Full-time,"Port John, LU",57340-68602,08-07-2024,Startup,"TensorFlow, Scikit-learn"
1301,Johnson LLC,Finance,NLP Engineer,"FastAPI, LangChain, Python, AWS, R, TensorFlow",Senior,Full-time,"Zacharyberg, PG",118381-202353,18-09-2025,Startup,MLflow
1302,Tucker LLC,Education,NLP Engineer,"AWS, Power BI, Pandas, TensorFlow",Mid,Full-time,"East Justin, FJ",119065-138839,07-04-2024,Large,"MLflow, BigQuery, FastAPI"
1303,"Washington, Kirby and Kennedy",Healthcare,AI Product Manager,"Hugging Face, LangChain, Flask, AWS",Entry,Remote,"Lake Bryan, CD",137144-230874,17-07-2025,Large,"FastAPI, LangChain, MLflow"
1304,Mills LLC,Retail,Data Scientist,"PyTorch, C++, Flask, Pandas, NumPy",Mid,Remote,"New Sonya, FJ",55380-126665,18-07-2025,Startup,"MLflow, LangChain, TensorFlow"
1305,Stewart Inc,Automotive,AI Product Manager,"CUDA, LangChain, NumPy, GCP, Flask, Azure",Entry,Internship,"Bradleystad, KI",97367-187232,18-08-2024,Startup,"KDB+, MLflow"
1306,Mckay-Patton,Automotive,NLP Engineer,"Excel, Azure, R, FastAPI, PyTorch, Power BI",Mid,Remote,"Kimfurt, MW",61468-116118,10-09-2024,Large,LangChain
1307,Cooley LLC,Tech,Data Analyst,"TensorFlow, GCP, Power BI, FastAPI, Pandas, R",Entry,Remote,"East Jasonfort, MU",115727-146548,26-10-2024,Mid,LangChain
1308,Williams PLC,Retail,Computer Vision Engineer,"NumPy, Keras, Reinforcement Learning",Mid,Internship,"South Latoya, CV",87853-140156,29-06-2024,Startup,Scikit-learn
1309,"Carlson, Taylor and Johnson",Finance,Quant Researcher,"Excel, SQL, AWS, Scikit-learn, GCP",Senior,Contract,"Scottmouth, NP",143861-179759,25-05-2024,Startup,"LangChain, MLflow, Scikit-learn"
1310,Price LLC,Automotive,NLP Engineer,"PyTorch, Excel, LangChain, Scikit-learn",Senior,Full-time,"Brittanyborough, GN",67012-121933,12-07-2024,Startup,"TensorFlow, FastAPI, KDB+"
1311,Adams and Sons,Tech,AI Researcher,"Scikit-learn, CUDA, GCP, SQL, Reinforcement Learning",Entry,Contract,"Port Judyside, SL",41971-77635,09-07-2024,Large,"LangChain, BigQuery"
1312,Roberts Ltd,Retail,NLP Engineer,"SQL, PyTorch, Keras, Reinforcement Learning, C++, Hugging Face",Senior,Remote,"East Charles, CL",139502-184795,08-08-2024,Startup,"TensorFlow, LangChain"
1313,"Johnson, Fuller and Rogers",Retail,Quant Researcher,"Excel, LangChain, FastAPI, SQL, Azure, Keras",Mid,Full-time,"New Antoniomouth, VN",45567-73023,31-01-2024,Startup,"PyTorch, TensorFlow"
1314,Morgan PLC,Retail,NLP Engineer,"C++, Azure, Hugging Face, Keras, PyTorch",Entry,Internship,"Martinchester, SO",136733-208599,10-02-2025,Startup,KDB+
1315,Evans PLC,Automotive,Quant Researcher,"SQL, Azure, Reinforcement Learning, C++",Mid,Contract,"West Karen, LI",89039-133332,23-09-2024,Mid,FastAPI
1316,Young-Flores,E-commerce,Data Scientist,"Pandas, FastAPI, Azure, Flask, Python, SQL",Mid,Contract,"North Debbie, DJ",115624-135750,03-10-2023,Large,PyTorch
1317,"Howard, Owens and Coleman",Education,AI Researcher,"SQL, NumPy, GCP",Mid,Internship,"Hollowayfort, QA",101178-186066,16-04-2024,Large,"MLflow, TensorFlow, PyTorch"
1318,Jefferson-Cooper,E-commerce,NLP Engineer,"Flask, GCP, C++, Hugging Face, PyTorch",Senior,Remote,"Marissabury, AO",123425-181886,13-02-2025,Startup,"MLflow, TensorFlow, FastAPI"
1319,"Mosley, Schultz and Wilson",Education,ML Engineer,"Hugging Face, MLflow, PyTorch",Entry,Internship,"Roseland, IT",70478-128940,28-08-2025,Large,PyTorch
1320,"Collier, Houston and Brown",E-commerce,Quant Researcher,"Reinforcement Learning, C++, TensorFlow",Mid,Contract,"Adrianstad, SG",54468-79575,23-03-2024,Large,PyTorch
1321,Raymond-Powell,Retail,ML Engineer,"Azure, LangChain, R",Entry,Internship,"Alexchester, GT",118961-131569,28-04-2024,Large,PyTorch
1322,Booth-Gibbs,E-commerce,ML Engineer,"Flask, Excel, Azure, MLflow, Keras, LangChain",Senior,Remote,"Michaelchester, BR",77357-139297,10-03-2025,Mid,LangChain
1323,Henderson-Lewis,Retail,AI Product Manager,"Scikit-learn, TensorFlow, Power BI, SQL, Hugging Face, Excel",Entry,Internship,"Nelsonbury, AE",73723-124812,13-06-2024,Startup,"LangChain, TensorFlow"
1324,Rhodes PLC,E-commerce,AI Product Manager,"Excel, GCP, R",Entry,Internship,"West Laura, SE",56407-108451,13-12-2023,Startup,Scikit-learn
1325,"Yang, Wyatt and Jackson",Education,AI Researcher,"Power BI, NumPy, GCP",Senior,Full-time,"Fitzgeraldmouth, TL",66257-85472,02-01-2025,Mid,KDB+
1326,Ortiz-Hogan,Tech,NLP Engineer,"C++, R, LangChain, Keras",Entry,Remote,"Port Kellieview, FR",119426-210962,12-03-2025,Large,"Scikit-learn, TensorFlow"
1327,Morgan-Kelly,Automotive,AI Researcher,"Hugging Face, AWS, R",Senior,Contract,"Fryeside, UZ",143238-190147,06-06-2025,Mid,"MLflow, LangChain, BigQuery"
1328,Kelly-Conrad,E-commerce,Data Analyst,"CUDA, NumPy, Power BI, Azure, SQL, Keras",Mid,Contract,"Lake Kevinmouth, SE",95911-153606,15-09-2024,Large,KDB+
1329,"Briggs, Chase and Thompson",E-commerce,NLP Engineer,"Azure, MLflow, Keras, Scikit-learn",Entry,Contract,"Claudiaberg, DZ",144692-182426,09-08-2024,Large,"PyTorch, Scikit-learn, KDB+"
1330,Payne-Reese,Finance,AI Product Manager,"GCP, Hugging Face, NumPy, Power BI, Excel, Keras",Mid,Contract,"Campbellville, BS",65633-128186,03-09-2025,Large,"PyTorch, Scikit-learn"
1331,"Mullins, Black and Ferrell",Education,AI Researcher,"R, Scikit-learn, Excel, Hugging Face",Mid,Remote,"North Donald, TL",96745-117500,15-09-2025,Mid,"LangChain, TensorFlow"
1332,"Williams, Johnson and Williams",Automotive,AI Researcher,"Azure, Pandas, Scikit-learn",Entry,Remote,"Charlesberg, DO",90844-116911,23-08-2024,Large,KDB+
1333,"Vega, Trujillo and Sanchez",Healthcare,Data Scientist,"Azure, TensorFlow, AWS, NumPy",Senior,Internship,"East Lauraland, QA",127738-213346,24-02-2025,Large,TensorFlow
1334,Parker Group,E-commerce,Computer Vision Engineer,"NumPy, Flask, MLflow",Entry,Remote,"North Kelly, SI",40044-122431,05-11-2023,Mid,"PyTorch, FastAPI, Scikit-learn"
1335,"Miranda, Gonzalez and Long",Healthcare,AI Researcher,"R, Excel, FastAPI, Pandas, TensorFlow, NumPy",Entry,Full-time,"New Brettburgh, BR",87576-154227,17-05-2024,Large,"LangChain, FastAPI, MLflow"
1336,"Franklin, Saunders and Gray",Automotive,AI Researcher,"CUDA, Hugging Face, Azure",Senior,Full-time,"Lake Kaitlyn, BH",127240-171690,11-12-2023,Large,"FastAPI, PyTorch"
1337,"Smith, Montes and Rodriguez",Education,ML Engineer,"FastAPI, CUDA, NumPy",Entry,Remote,"Johnborough, IR",79966-166524,06-07-2025,Mid,"TensorFlow, Scikit-learn"
1338,"Klein, Mason and Edwards",Finance,ML Engineer,"PyTorch, TensorFlow, FastAPI, NumPy, Reinforcement Learning",Senior,Contract,"Carlsonside, KR",145861-182592,21-02-2025,Startup,BigQuery
1339,Mcbride-Harrison,Retail,Data Scientist,"Python, Pandas, R, Reinforcement Learning",Entry,Remote,"East Angelaville, DM",72218-140897,18-05-2025,Large,"FastAPI, MLflow, BigQuery"
1340,Brown-Shaffer,Healthcare,ML Engineer,"Azure, Hugging Face, C++, Power BI",Mid,Full-time,"East Kimberlystad, LK",44006-88400,14-04-2024,Mid,"FastAPI, BigQuery"
1341,"Mcintyre, Bradley and Scott",Education,Quant Researcher,"SQL, FastAPI, NumPy, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"Lake Pamelafurt, BB",43780-84358,15-01-2024,Mid,"TensorFlow, MLflow"
1342,Harris-Miller,Tech,Quant Researcher,"Scikit-learn, Keras, Pandas",Entry,Internship,"New Matthew, GM",61249-134740,20-01-2024,Large,"PyTorch, BigQuery"
1343,Meadows PLC,Education,Data Analyst,"FastAPI, MLflow, Excel, Reinforcement Learning, Hugging Face, Pandas",Entry,Internship,"Hendrickstown, UG",149324-195524,04-12-2024,Large,"BigQuery, TensorFlow"
1344,"Crawford, Perry and Reynolds",E-commerce,Data Scientist,"C++, Scikit-learn, FastAPI, GCP",Entry,Contract,"East Alexisbury, MC",143363-168572,02-09-2025,Startup,"BigQuery, FastAPI"
1345,Taylor PLC,Automotive,AI Researcher,"Python, Keras, NumPy, R, Scikit-learn, PyTorch",Senior,Internship,"Murrayton, ST",93073-108827,01-12-2023,Large,"KDB+, Scikit-learn"
1346,"Herring, Smith and Fletcher",Healthcare,Quant Researcher,"Keras, C++, Flask, Python, GCP, NumPy",Entry,Full-time,"Monroemouth, GQ",144902-243389,20-05-2025,Large,"PyTorch, FastAPI"
1347,Howard-Johnson,Automotive,AI Product Manager,"Keras, TensorFlow, Excel, CUDA, PyTorch",Mid,Contract,"Westville, ZA",73201-96873,21-01-2025,Mid,MLflow
1348,Kidd PLC,Tech,AI Product Manager,"TensorFlow, Flask, GCP, Pandas",Entry,Contract,"Madisonstad, BT",53695-121552,01-02-2024,Large,"LangChain, BigQuery, MLflow"
1349,Mccoy Inc,Retail,ML Engineer,"AWS, FastAPI, Keras",Mid,Contract,"North Donnaside, FM",42104-140917,29-08-2025,Mid,"TensorFlow, MLflow"
1350,"Riddle, Costa and Morris",E-commerce,ML Engineer,"Reinforcement Learning, Excel, LangChain, TensorFlow, FastAPI, R",Mid,Internship,"Leeton, ZA",146786-165131,18-10-2023,Large,TensorFlow
1351,Allen-Middleton,E-commerce,AI Researcher,"Excel, FastAPI, Power BI, R",Senior,Contract,"North Shannon, QA",52261-62954,30-07-2025,Startup,LangChain
1352,"Walker, Parks and Ray",Automotive,ML Engineer,"GCP, Hugging Face, MLflow",Entry,Internship,"Sheltonburgh, DE",124350-175380,30-01-2024,Large,"PyTorch, Scikit-learn, TensorFlow"
1353,"Lee, Roberts and Jones",Education,Computer Vision Engineer,"Azure, SQL, AWS",Entry,Internship,"West Nathan, AF",122574-158266,06-03-2025,Startup,MLflow
1354,"Cox, Jacobson and Gillespie",Education,Data Analyst,"Flask, FastAPI, Power BI, Reinforcement Learning, Keras, SQL",Entry,Full-time,"Delgadomouth, ID",50676-79231,29-03-2025,Mid,MLflow
1355,Stevenson-Flores,Retail,AI Product Manager,"R, FastAPI, Power BI",Mid,Internship,"East Kelli, TZ",59596-145072,06-07-2024,Large,KDB+
1356,Fisher Inc,E-commerce,Quant Researcher,"Azure, Scikit-learn, Excel, Flask, GCP, AWS",Mid,Remote,"Copelandfort, WS",52352-106000,12-11-2024,Startup,PyTorch
